Core ,East ,West ,woodland Caribbean,FIA Code,PLANTS Code,Common name,Genus ,Species 
,,,C ,7592,LOHE7 ,broadleaf lancepod,Lonchocarpus ,heptaphyllus 
,,,C ,7600,LUSP11 ,luehea ,Luehea ,speciosa 
,,,C ,7604,LUNAN ,lunania ,Lunania ,sp
,,,C ,7606,LUEK ,Lunania ekmanii ,Lunania ,ekmanii 
,,,C ,7608,LYRU2 ,St. Thomas staggerbush,Lyonia ,rubiginosa 
,E ,,C ,884,LYLA3 ,false tamarind ,Lysiloma ,latisiliquum 
,,,C ,7628,MALU2 ,palo de hoz ,Machaerium ,lunatum 
,,,C ,7630,MAPO6 ,Puerto Rico alfilerillo,Machaonia ,portoricensis 
X ,E ,,,641,MAPO ,Osage-orange ,Maclura ,pomifera 
,,,C ,7632,MATI3 ,Maclura tinctoria ,Maclura ,tinctoria 
,,,C ,7633,MAEM2 ,umbrella-tree ,Maesopsis ,eminii 
,E ,,C ,650,MAGNO ,magnolia spp. ,Magnolia ,sp
X ,E ,,,651,MAAC ,cucumbertree ,Magnolia ,acuminata 
X ,E ,,,655,MAFR ,"mountain magnolia, Fraser magnolia",Magnolia ,fraseri 
X ,E ,,,652,MAGR4 ,southern magnolia,Magnolia ,grandiflora 
X ,E ,,,654,MAMA2 ,bigleaf magnolia ,Magnolia ,macrophylla 
,,,C ,7635,MAPO2 ,Puerto Rico magnolia,Magnolia ,portoricensis 
X ,E ,,,657,MAPY ,pyramid magnolia,Magnolia ,pyramidata 
,,,C ,7636,MASP ,laurel magnolia ,Magnolia ,splendens 
X ,E ,,,658,MATR ,umbrella magnolia,Magnolia ,tripetala 
X ,E ,,,653,MAVI2 ,sweetbay ,Magnolia ,virginiana 
,,,C ,7643,MACO11 ,Singapore holly ,Malpighia ,coccigera 
,,,C ,7644,MAEM ,Barbados cherry ,Malpighia ,emarginata 
,,,C ,7645,MAFU2 ,palo bronco ,Malpighia ,fucata 
,,,C ,7646,MAGL6 ,wild crapemyrtle ,Malpighia ,glabra 
,,,C ,7647,MAIN5 ,cowhage cherry ,Malpighia ,infestissima 
,,,C ,7648,MALI2 ,bastard cherry ,Malpighia ,linearis 
,E ,W ,,660,MALUS ,apple spp. ,Malus ,sp
X ,E ,,,662,MAAN3 ,southern crabapple,Malus ,angustifolia 
X ,E ,,,663,MACO5 ,sweet crabapple ,Malus ,coronaria 
X ,,W ,,661,MAFU ,Oregon crabapple,Malus ,fusca 
X ,E ,,,664,MAIO ,prairie crabapple ,Malus ,ioensis 
,,,C ,7652,MAAM2 ,mammee apple ,Mammea ,americana 
,E ,,C ,885,MAIN3 ,mango ,Mangifera ,indica 
,,,C ,7662,MABI5 ,bulletwood ,Manilkara ,bidentata 
,,,C ,7663,MABIS ,Manilkara,Manilkara ,bidentata ssp. Surinamensis
,,,C ,7667,MAJA2 ,wild dilly ,Manilkara ,jaimiqui 
,,,C ,7669,MAPL2 ,zapote de costa ,Manilkara ,pleeana 
,,,C ,7673,MAVA3 ,nisperillo ,Manilkara ,valenzuela 
,,,C ,7674,MAZA ,sapodilla ,Manilkara ,zapota 
,,,C ,7677,MARA3 ,palo de cana ,Mappia ,racemosa 
,,,C ,7682,MANO ,bastard hogberry ,Margaritaria ,nobilis 
,,,C ,7684,MASI3 ,beruquillo ,Marlierea ,sintenisii 
,,,C ,7688,MAAP5 ,Matayba apetala ,Matayba ,apetala 
,,,C ,7689,MADO2 ,negra lora ,Matayba ,domingensis 
,,,C ,7695,MACY2 ,Caribbean mayten,Maytenus ,cymosa 
,,,C ,7697,MAEL3 ,Puerto Rico mayten,Maytenus ,elongata 
,,,C ,7698,MALA8 ,white cinnamon ,Maytenus ,laevigata 
,,,C ,7699,MAPO5 ,ponce mayten ,Maytenus ,ponceana 
,,,C ,7702,MELA7 ,Mecranium,Mecranium ,latifolium 
X ,E ,,C ,992,MEQU ,melaleuca ,Melaleuca ,quinquenervia 
X ,E ,,C ,993,MEAZ ,chinaberry ,Melia ,azedarach 
,,,C ,7717,MEBI ,Spanish lime ,Melicoccus ,bijugatus 
,,,C ,7763,MEHE ,aguacatillo ,Meliosma ,herbertii 
,,,C ,7764,MEOB2 ,cacaillo ,Meliosma ,obtusifolia 
,,,C ,7768,METO4 ,teabush ,Melochia ,tomentosa 
,E ,,C ,886,METO3 ,poisonwood ,Metopium ,toxiferum 
,,,C ,7804,MIAF ,saquiyac ,Miconia ,affinis 
,,,C ,7806,MIFO ,Puerto Rico johnnyberry,Miconia ,foveolata 
,,,C ,7807,MIIM ,camasey de costilla,Miconia ,impetiolaris 
,,,C ,7808,MILA8 ,smooth johnnyberry,Miconia ,laevigata 
,,,C ,7803,MILA10 ,hairy johnnyberry,Miconia ,lanata 
,,,C ,7810,MIMI3 ,camasey cuatrocanales,Miconia ,mirabilis 
,,,C ,7812,MIPA7 ,camasey racimoso,Miconia ,pachyphylla 
,,,C ,7813,MIPR3 ,granadillo bobo ,Miconia ,prasina 
,,,C ,7814,MIPU9 ,auquey ,Miconia ,punctata 
,,,C ,7815,MIPY2 ,ridge johnnyberry,Miconia ,pycnoneura 
,,,C ,7816,MIRA2 ,camasey felpa ,Miconia ,racemosa 
,,,C ,7817,MIRU4 ,peralejo ,Miconia ,rubiginosa 
,,,C ,7818,MISE2 ,jau jau ,Miconia ,serrulata 
,,,C ,7819,MISI2 ,mountain johnnyberry,Miconia ,sintenisii 
,,,C ,7821,MISU3 ,forest johnnyberry,Miconia ,subcorymbosa 
,,,C ,7822,MITE4 ,rajador ,Miconia ,tetrandra 
,,,C ,7823,MITH ,camasey tomaso ,Miconia ,thomasiana 
,,,C ,7828,MIGA ,caimitillo verde ,Micropholis ,garciniifolia 
,,,C ,7829,MIGU2 ,Micropholis,Micropholis ,guyanensis 
,,,C ,7833,MIAR4 ,elegant mimosa ,Mimosa ,arenosa 
,,,C ,7839,MONOD ,monodora ,Monodora ,sp
,,,C ,7845,MOCE2 ,Morella cerifera ,Morella ,cerifera 
,,,C ,7847,MOHO3 ,Morella,Morella ,holdridgeana 
,,,C ,7849,MOCI3 ,Indian mulberry ,Morinda ,citrifolia 
,,,C ,7855,MOOL ,horseradishtree ,Moringa ,oleifera 
,,,C ,7857,MOAM ,ratapple ,Morisonia ,americana 
,E ,,C ,680,MORUS ,mulberry spp. ,Morus ,sp
X ,E ,,C ,681,MOAL ,white mulberry ,Morus ,alba 
,E ,W ,,683,MOMI ,Texas mulberry ,Morus ,microphylla 
 X ,E ,,C ,684,MONI ,black mulberry ,Morus ,nigra 
X ,E ,,,682,MORU2 ,red mulberry ,Morus ,rubra 
,,,C ,7862,MODO2 ,murta ,Mouriri ,domingensis 
,,,C ,7863,MOHE ,mameyuelo ,Mouriri ,helleri 
,,,C ,7867,MUCA4 ,strawberrytree ,Muntingia ,calabura 
,,,C ,7869,MUEX2 ,Murraya exotica ,Murraya ,exotica 
,,,C ,7886,MYCI ,red rodwood ,Myrcia ,citrifolia 
,,,C ,7887,MYDE ,cieneguillo ,Myrcia ,deflexa 
,,,C ,7888,MYFA3 ,curame ,Myrcia ,fallax 
,,,C ,7889,MYLE ,guayabacon ,Myrcia ,leptoclada 
,,,C ,7890,MYPA ,ausu ,Myrcia ,paganii 
,,,C ,7891,MYSP ,punchberry ,Myrcia ,splendens 
,,,C ,7893,MYFR ,twinberry ,Myrcianthes ,fragrans 
,,,C ,7895,MYFL ,guavaberry ,Myrciaria ,floribunda 
,,,C ,7905,MYFR2 ,cercipo ,Myrospermum ,frutescens 
,,,C ,7907,MYBA3 ,balsam of Tolu ,Myroxylon ,balsamum 
,,,C ,7911,MYCO2 ,leathery colicwood,Myrsine ,coriacea 
,,,C ,7912,MYCU2 ,Myrsine cubana ,Myrsine ,cubana 
,,,C ,7932,NECO ,Nectandra,Nectandra ,coriacea 
,,,C ,7933,NEHI2 ,shinglewood ,Nectandra ,hihua 
,,,C ,7934,NEKR ,Nectandra krugii ,Nectandra ,krugii 
,,,C ,7935,NEME3 ,Nectandra,Nectandra ,membranacea 
,,,C ,7936,NEPA4 ,Nectandra,Nectandra ,patens 
,,,C ,7939,NETU ,Nectandra,Nectandra ,turbacensis 
,,,C ,7940,NEBU ,saltwood ,Neea ,buxifolia 
,,,C ,7944,NECA7 ,kadam ,Neolamarckia ,cadamba 
,,,C ,7946,NERE2 ,aquilon ,Neolaugeria ,resinosa 
,,,C ,7956,NEOL ,oleander ,Nerium ,oleander 
,E ,,,690,NYSSA ,tupelo spp. ,Nyssa ,sp
X ,E ,,,691,NYAQ2 ,water tupelo ,Nyssa ,aquatica 
X ,E ,,,694,NYBI ,swamp tupelo ,Nyssa ,biflora 
X ,E ,,,692,NYOG ,Ogeechee tupelo ,Nyssa ,ogeche 
X ,E ,,,693,NYSY ,blackgum ,Nyssa ,sylvatica 
,,,C ,7976,OCMO4 ,African bird's-eye bush,Ochna ,mossambicensis 
,,,C ,7980,OCPY ,Ochroma,Ochroma ,pyramidale 
,,,C ,7990,OCFL ,laurel espada ,Ocotea ,floribunda 
,,,C ,7991,OCFO ,black sweetwood ,Ocotea ,foeniculacea 
,,,C ,7994,OCLE ,loblolly sweetwood,Ocotea ,leucoxylon 
,,,C ,7996,OCMO ,nemoca ,Ocotea ,moschata 
,,,C ,7997,OCNE ,laurel sassafras ,Ocotea ,nemodaphne 
,,,C ,7999,OCPO ,laurel de paloma ,Ocotea ,portoricensis 
,,,C ,8001,OCSP ,nemoca cimarrona,Ocotea ,spathulata 
,,,C ,8003,OCWR ,Wright's laurel canelon,Ocotea ,wrightii 
,,W ,w ,990,OLTE ,desert ironwood ,Olneya ,tesota 
,,,C ,8020,ORKR ,peronia ,Ormosia ,krugii 
X ,E ,,,701,OSVI ,eastern hophornbeam,Ostrya ,virginiana 
,,,C ,8027,OTRH ,pincho palo de rosa,Ottoschulzia ,rhodoxylon 
,,,C ,8029,OUIL ,chicharron amarillo,Ouratea ,ilicifolia 
,,,C ,8030,OULI ,abey amarillo ,Ouratea ,littoralis 
,,,C ,8032,OUST ,guanabanilla ,Ouratea ,striata 
,,,C ,8033,OXLA4 ,blacklancewood ,Oxandra ,lanceolata 
,,,C ,8034,OXLA5 ,haya ,Oxandra ,laurifolia 
X ,E ,,,711,OXAR ,sourwood ,Oxydendrum ,arboreum 
,,,C ,8037,PAIN7 ,wild chestnut ,Pachira ,insignis 
,,,C ,8045,PAAL9 ,tafetan ,Palicourea ,alpina 
,,,C ,8047,PACR3 ,red cappel ,Palicourea ,crocea 
,,,C ,8049,PACR18 ,Palicourea,Palicourea ,croceoides 
,,,C ,8051,PAGU ,showy cappel ,Palicourea ,guianensis 
,,,C ,8088,PAUT ,common screwpine,Pandanus ,utilis 
,,,C ,8099,PACR2 ,scratchthroat ,Parathesis ,crenulata 
,,,C ,8106,PARKI3 ,parkia ,Parkia ,sp
,,,C ,8110,PATI5 ,Parkia timoriana ,Parkia ,timoriana 
,,,C ,8111,PAAC3 ,Jerusalem thorn ,Parkinsonia ,aculeata 
,,,C ,8113,PAAC13 ,cuachilote ,Parmentiera ,aculeata 
,,,C ,8114,PACE8 ,candle tree ,Parmentiera ,cereifera 
X ,E ,,,712,PATO2 ,"paulownia,",Paulownia ,tomentosa 
,,,C ,8121,PEPT3 ,Peltophorum,Peltophorum ,pterocarpum 
,,,C ,8125,PEBU4 ,butter tree ,Pentadesma ,butyracea 
,,,C ,8127,PEBU2 ,jiqi ,Pera ,bumeliifolia 
,E ,W ,C ,720,PERSE ,bay spp. ,Persea ,sp
X ,,W ,C ,7211,PEAM3 ,avocado ,Persea ,americana 
X ,E ,,,721,PEBO ,redbay ,Persea ,borbonia 
,,,C ,8134,PEKR ,canela ,Persea ,krugii 
,,,C ,8138,PEUR2 ,aquacatillo ,Persea ,urbaniana 
,,,C ,8141,PEDO ,bastard stopper ,Petitia ,domingensis 
,,,C ,8143,PHGR11 ,aquilon prieto ,Phialanthus ,grandifolius 
,,,C ,8144,PHMY ,candlewood ,Phialanthus ,myrtilloides 
,,,C ,8157,PHAC3 ,Tahitian gooseberry tree,Phyllanthus ,acidus 
,,,C ,8160,PHJU2 ,gamo de costa ,Phyllanthus ,juglandifolius 
,,,C ,8162,PHOR10 ,Phyllanthus,Phyllanthus ,orbicularis 
,,,C ,8164,PIPE ,Florida bitterbush,Picramnia ,pentandra 
,,,C ,8167,PIEX ,bitterwood ,Picrasma ,excelsa 
,,,C ,8169,PIAC ,fustic ,Pictetia ,aculeata 
,,,C ,8171,PIRA3 ,aceitillo ,Pilocarpus ,racemosus 
,,,C ,8173,PIRO6 ,Royen's tree cactus,Pilosocereus ,royenii 
,,,C ,8175,PIDI2 ,allspice ,Pimenta ,dioica 
,,,C ,8177,PIRA ,bayrumtree ,Pimenta ,racemosa 
,,,C ,8178,PIRAG ,bayrumtree ,Pimenta ,racemosa var. grisea
,,,C ,8190,PIAD ,higuillo de hoja menuda,Piper ,aduncum 
,,,C ,8191,PIAM2 ,higuillo de limon ,Piper ,amalago 
,,,C ,8192,PIBL ,moth pepper ,Piper ,blattarum 
,,,C ,8193,PIGL3 ,Guyanese pepper,Piper ,glabrescens 
,,,C ,8194,PIHI2 ,Jamaican pepper ,Piper ,hispidum 
,,,C ,8195,PIJA ,Caracas pepper ,Piper ,jacquemontianum 
,,,C ,8196,PIMA4 ,marigold pepper ,Piper ,marginatum 
,,,C ,8199,PISW ,spanish elder ,Piper ,swartzianum 
,,,C ,8208,PICA5 ,stinkwood ,Piscidia ,carthagenensis 
,E ,,,887,PIPI3 ,fishpoison tree ,Piscidia ,piscipula 
,,,C ,8211,PIAL3 ,corcho bobo ,Pisonia ,albida 
,,,C ,8216,PISU ,water mampoo ,Pisonia ,subcordata 
,,,C ,8220,PIDU ,monkeypod ,Pithecellobium ,dulce 
,,,C ,8223,PIUN ,catclaw blackbead,Pithecellobium ,unguis-cati 
X ,E ,,,722,PLAQ ,"water-elm, planertree",Planera ,aquatica 
,E ,W ,,729,PLATA ,sycamore spp. ,Platanus ,sp
X ,E ,,,731,PLOC ,American sycamore,Platanus ,occidentalis 
X ,,W ,,730,PLRA ,California sycamore,Platanus ,racemosa 
X ,,W ,,732,PLWR2 ,Arizona sycamore,Platanus ,wrightii 
,,,C ,8255,PLMA6 ,chupa gallo ,Pleodendron ,macranthum 
,,,C ,8266,PLAL ,nosegaytree ,Plumeria ,alba 
,,,C ,8268,PLOB2 ,Singapore graveyard flower,Plumeria ,obtusa 
,,,C ,8269,PLOBO ,Plumeria obtusa ,Plumeria ,obtusa var. obtusa 
,,,C ,8271,PLRU2 ,templetree ,Plumeria ,rubra 
,,,C ,8275,POFL20 ,Poitea florida ,Poitea ,florida 
,,,C ,8276,POPU19 ,Poitea punicea ,Poitea ,punicea 
,,,C ,8279,POCO5 ,violet tree ,Polygala ,cowellii 
,,,C ,8280,POPE13 ,crevajosa ,Polygala ,penaea 
,,,C ,8284,POGU ,geranium aralia ,Polyscias ,guilfoylei 
,E ,W ,,740,POPUL ,cottonwood and poplar spp.,Populus ,sp
X ,E ,,,752,POAL7 ,silver poplar ,Populus ,alba 
X ,,W ,,749,POAN3 ,narrowleaf cottonwood,Populus ,angustifolia 
X ,E ,W ,,741,POBA2 ,balsam poplar ,Populus ,balsamifera 
X ,,W ,,747,POBAT ,black cottonwood,Populus ,balsamifera ssp. Trichocarpa
X ,E ,,,742,PODE3 ,eastern cottonwood,Populus ,deltoides 
X ,E ,W ,,745,PODEM ,plains cottonwood,Populus ,deltoides ssp. Monilifera
X ,,W ,,748,POFR2 ,Fremont cottonwood,Populus ,fremontii 
X ,E ,,,743,POGR4 ,bigtooth aspen ,Populus ,grandidentata 
X ,E ,,,744,POHE4 ,swamp cottonwood,Populus ,heterophylla 
X ,E ,,,753,PONI ,Lombardy poplar ,Populus ,nigra 
X ,E ,W ,,746,POTR5 ,quaking aspen ,Populus ,tremuloides 
,,,C ,8300,PODI5 ,cocuyo ,Pouteria ,dictyoneura 
,,,C ,8301,POHO4 ,redmammee ,Pouteria ,hotteana 
,,,C ,8302,POMU6 ,bullytree ,Pouteria ,multiflora 
,,,C ,8305,POSA13 ,mammee sapote ,Pouteria ,sapota 
,,,C ,8311,PRACM ,Prestoea acuminata,Prestoea ,acuminata 
,,,C ,8340,PRCR2 ,guasimilla ,Prockia ,crucis 
,E ,W ,w/C ,755,PROSO ,mesquite spp. ,Prosopis ,sp
,,,C ,8342,PRCI4 ,jand ,Prosopis ,cineraria 
X ,E ,W ,w ,756,PRGL2 ,honey mesquite,Prosopis ,glandulosa 
,,,C ,8344,PRPA4 ,kiawe ,Prosopis ,pallida 
X ,E ,W ,w ,758,PRPU ,screwbean mesquite,Prosopis ,pubescens 
X ,E ,W ,w ,757,PRVE ,velvet mesquite ,Prosopis ,velutina 
,E ,W ,C ,760,PRUNU ,cherry and plum spp.,Prunus ,sp
,E ,,,769,PRAL5 ,Allegheny plum ,Prunus ,alleghaniensis 
X ,E ,,,766,PRAM ,American plum ,Prunus ,americana 
,E ,W ,,770,PRAN3 ,Chickasaw plum ,Prunus ,angustifolia 
X ,E ,,,771,PRAV ,sweet cherry (domesticated),Prunus ,avium 
,E ,,,772,PRCE ,sour cherry (domesticated),Prunus ,cerasus 
,E ,,,773,PRDO ,European plum (domesticated),Prunus ,domestica 
,,W ,,768,PREM ,bitter cherry ,Prunus ,emarginata 
,E ,,,774,PRMA ,Mahaleb plum (domesticated),Prunus ,mahaleb 
,,,C ,8346,PRMY ,West Indian cherry,Prunus ,myrtifolia 
X ,E ,,,765,PRNI ,Canada plum ,Prunus ,nigra 
,,,C ,8347,PROC ,western cherry laurel,Prunus ,occidentalis 
,E ,W ,,761,PRPE2 ,pin cherry ,Prunus ,pensylvanica 
,E ,,,764,PRPE3 ,peach ,Prunus ,persica 
X ,E ,,,762,PRSE2 ,black cherry ,Prunus ,serotina 
,,,C ,8349,PRSEC ,Prunus serotina ,Prunus ,serotina ssp. capuli 
,E ,W ,,763,PRVI ,common chokecherry,Prunus ,virginiana 
,,,C ,8352,PSSP2 ,false breadnut ,Pseudolmedia ,spuria 
,,,C ,8353,PSSA ,Florida cherry palm,Pseudophoenix ,sargentii 
,,,C ,8354,PSAM ,mountain guava ,Psidium ,amplexicaule 
,,,C ,8356,PSGU ,guava ,Psidium ,guajava 
,,,C ,8358,PSLOO ,Psidium longipes ,Psidium ,longipes 
,,,C ,8359,PSSI2 ,Sintenis' guava ,Psidium ,sintenisii 
,,,C ,8361,PSBE ,cachimbo-cumun ,Psychotria ,berteriana 
,,,C ,8362,PSBR2 ,palo de cachimbo,Psychotria ,brachiata 
,,,C ,8363,PSBR3 ,Browne's wild coffee,Psychotria ,brownei 
,,,C ,8364,PSDO2 ,Psychotria,Psychotria ,domingensis 
,,,C ,8367,PSGR2 ,cachimbo grande ,Psychotria ,grandis 
,,,C ,8389,PSMA4 ,cachimbo de gato,Psychotria ,maleolens 
,,,C ,8391,PSMA5 ,cachimbo de maricao,Psychotria ,maricaensis 
,,,C ,8394,PSMI ,thicket wild coffee,Psychotria ,microdon 
,,,C ,8395,PSNU2 ,floating balsamo ,Psychotria ,nutans 
,,,C ,8397,PSPU ,hairy wild coffee ,Psychotria ,pubescens 
,,,C ,8407,PTIN2 ,pterocarpus ,Pterocarpus ,indicus 
,,,C ,8408,PTMA7 ,Burma padauk ,Pterocarpus ,macrocarpus 
,,,C ,8409,PTMA3 ,Malabar kino ,Pterocarpus ,marsupium 
,,,C ,8410,PTOF ,dragonsblood tree,Pterocarpus ,officinalis 
,,,C ,8419,PUGR2 ,pomegranate ,Punica ,granatum 
,,,C ,8422,QUTU ,swizzlestick tree ,Quararibea ,turbinata 
,E ,W ,,800,QUERC ,oak spp. ,Quercus ,sp
X ,,W ,,801,QUAG ,California live oak,Quercus ,agrifolia 
X ,E ,,,802,QUAL ,white oak ,Quercus ,alba 
X ,,W ,w ,803,QUAR ,Arizona white oak,Quercus ,arizonica 
X ,E ,,,804,QUBI ,swamp white oak,Quercus ,bicolor 
,E ,,,8513,QUBU2 ,Spanish oak ,Quercus ,buckleyi 
,,W ,,805,QUCH2 ,canyon live oak ,Quercus ,chrysolepis 
X ,E ,,,806,QUCO2 ,scarlet oak ,Quercus ,coccinea 
X ,,W ,,807,QUDO ,blue oak ,Quercus ,douglasii 
X ,E ,,,809,QUEL ,northern pin oak ,Quercus ,ellipsoidalis 
X ,,W ,w ,810,QUEM ,Emory oak ,Quercus ,emoryi 
X ,,W ,,811,QUEN ,Engelmann oak ,Quercus ,engelmannii 
X ,E ,,,812,QUFA ,southern red oak ,Quercus ,falcata 
X ,,W ,w ,814,QUGA ,Gambel oak ,Quercus ,gambelii 
X ,,W ,,815,QUGA4 ,Oregon white oak,Quercus ,garryana 
,E ,,,851,QUGR ,Chisos oak ,Quercus ,graciliformis 
,E ,,,8511,QUGR2 ,Graves oak ,Quercus ,gravesii 
X ,,W ,w ,846,QUGR3 ,gray oak ,Quercus ,grisea 
X ,,W ,w ,843,QUHY ,silverleaf oak ,Quercus ,hypoleucoides 
X ,E ,,,816,QUIL ,scrub oak ,Quercus ,ilicifolia 
X ,E ,,,817,QUIM ,shingle oak ,Quercus ,imbricaria 
X ,E ,,,842,QUIN ,bluejack oak ,Quercus ,incana 
X ,,W ,,818,QUKE ,California black oak,Quercus ,kelloggii 
,E ,,,8514,QULA ,lacey oak ,Quercus ,laceyi 
X ,E ,,,819,QULA2 ,turkey oak ,Quercus ,laevis 
X ,E ,,,820,QULA3 ,laurel oak ,Quercus ,laurifolia 
X ,,W ,,821,QULO ,California white oak,Quercus ,lobata 
X ,E ,,,822,QULY ,overcup oak ,Quercus ,lyrata 
X ,E ,,,823,QUMA2 ,bur oak ,Quercus ,macrocarpa 
X ,E ,,,840,QUMA6 ,dwarf post oak ,Quercus ,margarettae 
X ,E ,,,824,QUMA3 ,blackjack oak ,Quercus ,marilandica 
X ,E ,,,825,QUMI ,swamp chestnut oak,Quercus ,michauxii 
X ,E ,,,841,QUMI2 ,dwarf live oak ,Quercus ,minima 
X ,E ,,,826,QUMU ,chinkapin oak ,Quercus ,muehlenbergii 
X ,E ,,,827,QUNI ,water oak ,Quercus ,nigra 
X ,,W ,w ,829,QUOB ,Mexican blue oak,Quercus ,oblongifolia 
X ,E ,,,844,QUOG ,Oglethorpe oak ,Quercus ,oglethorpensis 
X ,E ,,,813,QUPA5 ,cherrybark oak ,Quercus ,pagoda 
X ,E ,,,830,QUPA2 ,pin oak ,Quercus ,palustris 
X ,E ,,,831,QUPH ,willow oak ,Quercus ,phellos 
,E ,,,8512,QUPO2 ,Mexican white oak,Quercus ,polymorpha 
,E ,,,845,QUPR ,dwarf chinkapin oak,Quercus ,prinoides 
X ,E ,,,832,QUPR2 ,chestnut oak ,Quercus ,prinus 
X ,E ,,,833,QURU ,northern red oak ,Quercus ,rubra 
X ,,W ,w ,847,QURU4 ,netleaf oak ,Quercus ,rugosa 
X ,E ,,,834,QUSH ,Shumard’s oak ,Quercus ,shumardii 
,E ,,,836,QUSI2 ,Delta post oak ,Quercus ,similis 
X ,E ,,,808,QUSIS ,Durand oak ,Quercus ,sinuata var. sinuata 
X ,E ,,,835,QUST ,post oak ,Quercus ,stellata 
X ,E ,,,828,QUTE ,"Nuttall oak,",Quercus ,texana 
X ,E ,,,837,QUVE ,black oak ,Quercus ,velutina 
X ,E ,,,838,QUVI ,live oak ,Quercus ,virginiana 
X ,,W ,,839,QUWI2 ,interior live oak ,Quercus ,wislizeni 
,,,C ,8425,RAAC ,white indigoberry,Randia ,aculeata 
,,,C ,8433,RANI2 ,palo amargo ,Rauvolfia ,nitida 
,,,C ,8436,RAMA7 ,traveler's tree ,Ravenala ,madagascariensis 
,,,C ,8439,RAUR ,tortugo prieto ,Ravenia ,urbanii 
,,,C ,8444,REGU ,guama ,Reynosia ,guama 
,,,C ,8445,REKR ,Krug's darlingplum,Reynosia ,krugii 
,,,C ,8447,REUN ,sloe ,Reynosia ,uncinata 
X ,E ,,C ,989,RHMA2 ,American mangrove,Rhizophora ,mangle 
,,,C ,8472,RICO3 ,castorbean ,Ricinus ,communis 
,,W ,w ,902,RONE ,New Mexico locust,Robinia ,neomexicana 
X ,E ,W ,,901,ROPS ,black locust ,Robinia ,pseudoacacia 
,,,C ,8476,ROAC2 ,greenheart ebony,Rochefortia ,acanthophora 
,,,C ,8478,ROSP8 ,Rochefortia,Rochefortia ,spinosa 
,,,C ,8481,ROMU3 ,wild sugar apple ,Rollinia ,mucosa 
,,,C ,8483,ROIN4 ,cordobancillo ,Rondeletia ,inermis 
,,,C ,8484,ROPI3 ,cordobancillo peludo,Rondeletia ,pilosa 
,,,C ,8485,ROPO ,Juan Tomas ,Rondeletia ,portoricensis 
,E ,,C ,909,ROYST ,royal palm spp. ,Roystonea ,sp
,,,C ,8489,ROBO ,Puerto Rico royal palm,Roystonea ,borinquena 
,,,C ,8490,ROEL ,Roystonea elata ,Roystonea ,elata 
,,,C ,8494,SACA ,Puerto Rico palmetto,Sabal ,causiarum 
,E ,,,911,SAME8 ,Mexican palmetto,Sabal ,mexicana 
X ,E ,,,912,SAPA ,cabbage palmetto,Sabal ,palmetto 
,,,C ,8499,SAUM3 ,white hogwood ,Sagraea ,umbrosa 
,E ,W ,C ,920,SALIX ,willow spp. ,Salix ,sp
,E ,W ,,927,SAAL2 ,white willow ,Salix ,alba 
,E ,W ,,921,SAAM2 ,peachleaf willow ,Salix ,amygdaloides 
,E ,W ,,923,SABE2 ,Bebb willow ,Salix ,bebbiana 
,,W ,,924,SABO ,red willow ,Salix ,bonplandiana 
X ,E ,,,925,SACA5 ,coastal plain willow,Salix ,caroliniana 
,,,C ,8501,SAHU ,Salix,Salix ,humboldtiana 
,E ,W ,,922,SANI ,black willow ,Salix ,nigra 
X ,E ,,,926,SAPY ,balsam willow ,Salix ,pyrifolia 
,,W ,,928,SASC ,Scouler’s willow ,Salix ,scouleriana 
X ,E ,,,929,SASE10 ,weeping willow ,Salix ,sepulcralis 
,,,C ,8505,SASA10 ,raintree ,Samanea ,saman 
,,,C ,8509,SANIC4 ,common elderberry,Sambucus ,nigra 
,,,C ,8556,SADO7 ,guayabilla ,Samyda ,dodecandra 
,,,C ,8529,SASA4 ,wingleaf soapberry,Sapindus ,saponaria 
,E ,W ,,919,SASAD ,western soapberry,Sapindus ,saponaria var. drummondii
,,,C ,8533,SAGL5 ,gumtree ,Sapium ,glandulosum 
,,,C ,8535,SALA25 ,hinchahuevos ,Sapium ,laurifolium 
,,,C ,8536,SALA8 ,milktree ,Sapium ,laurocerasus 
X ,E ,,,931,SAAL5 ,sassafras ,Sassafras ,albidum 
,,,C ,8546,SASE6 ,amansa guapo ,Savia ,sessiliflora 
,,,C ,8554,SCFR ,Florida boxwood ,Schaefferia ,frutescens 
,E ,,C ,888,SCAC2 ,"schefflera,",Schefflera ,actinophylla 
,,,C ,8557,SCGL6 ,yuquilla ,Schefflera ,gleasonii 
,,,C ,8558,SCMO10 ,matchwood ,Schefflera ,morototonii 
,,,C ,8563,SCTE ,Brazilian peppertree,Schinus ,terebinthifolius 
,,,C ,8565,SCPA23 ,Brazilian firetree ,Schizolobium ,parahybum 
,,,C ,8567,SCOL3 ,lac tree ,Schleichera ,oleosa 
,,,C ,8571,SCAR2 ,arana ,Schoepfia ,arenaria 
,,,C ,8572,SCOB ,white beefwood ,Schoepfia ,obovata 
,,,C ,8573,SCSC3 ,gulf graytwig ,Schoepfia ,schreberi 
,,,C ,8588,SEAL4 ,emperor's candlesticks,Senna ,alata 
,,,C ,8589,SEAT3 ,flor de San Jose ,Senna ,atomaria 
,,,C ,8591,SEMU5 ,false sicklepod ,Senna ,multijuga 
,,,C ,8594,SEPO5 ,retama prieta ,Senna ,polyphylla 
